0, 2.0
0.2187635898590088, 5.0
0.4375276565551758, 8.0
0.6562938690185547, -99
0.8750560283660889, -99
1.093820571899414, 11.0
1.3125855922698975, 14.0
1.5313482284545898, 17.0
1.750112533569336, -99
1.9688785076141357, -99
2.1876413822174072, 20.0
2.406404972076416, 24.0
2.6251704692840576, 27.0
2.8439338207244873, 29.0
3.0627007484436035, -99
3.2814619541168213, -99
3.5002267360687256, 30.0
3.718994379043579, 32.0
3.9377546310424805, 35.0
4.15652060508728, 37.0
4.375287055969238, 38.0
4.594048261642456, -99
4.812812089920044, -99
5.031578779220581, -99
5.250341176986694, 40.0
5.469106674194336, 42.0
5.687869548797607, 43.0
5.906634330749512, 45.0
6.1410231590271, 47.0
6.359787702560425, 48.0
6.578552007675171, -99
6.79782509803772, -99
7.016586780548096, -99
7.235350847244263, -99
7.454116582870483, 50.0
7.6728808879852295, 52.0
7.8916449546813965, 54.0
8.110410213470459, 55.0
8.329172849655151, 56.0
8.54793643951416, 58.0
8.766701459884644, 58.0
8.985465288162231, 59.0
9.204229354858398, -99
9.422993183135986, -99
9.641757249832153, -99
9.860417604446411, -99
10.079285383224487, -99
10.29805040359497, 60.0
