0, 1.0
0.21876287460327148, 3.0
0.4375276565551758, 6.0
0.6562907695770264, 9.0
0.8750560283660889, -99
1.0938215255737305, 10.0
1.3125836849212646, 13.0
1.5313479900360107, 16.0
1.750112533569336, 19.0
1.9688775539398193, -99
2.187640905380249, 20.0
2.406405448913574, 24.0
2.625169038772583, 25.0
2.8439340591430664, 27.0
3.062697172164917, -99
3.2814619541168213, -99
3.5002260208129883, -99
3.7189929485321045, 30.0
3.9377541542053223, 32.0
4.156519651412964, 34.0
4.375283241271973, 36.0
4.625299692153931, 39.0
4.844064712524414, -99
5.0628275871276855, -99
5.2815916538238525, -99
5.500357389450073, 41.0
5.719120740890503, 43.0
5.937885046005249, 45.0
6.156648874282837, 46.0
6.375412940979004, 48.0
6.5941784381866455, -99
6.81294059753418, -99
7.031706094741821, -99
7.250473499298096, -99
7.469234466552734, 50.0
7.687998533248901, 51.0
7.906762599945068, 52.0
8.12552547454834, 54.0
8.34429144859314, 55.0
8.563055992126465, 56.0
8.781819105148315, 58.0
9.00058364868164, 59.0
9.219350814819336, -99
9.438112497329712, -99
9.656876564025879, -99
9.875592947006226, -99
10.094405174255371, -99
10.313171863555908, 60.0
