0, -99, 1.0
0.09191107749938965, -99, 1.0
0.15601301193237305, -99, -99
0.19193792343139648, 1548.0, 3.0
0.2519547939300537, 1566.0, 3.0
0.3439795970916748, -99, -99
0.4159972667694092, 1661.0, 4.0
0.4760136604309082, 1749.0, -99
0.5400331020355225, 1825.0, -99
0.600048303604126, -99, -99
0.6880767345428467, 1921.0, 8.0
0.724191427230835, 1966.0, -99
0.8081085681915283, 2020.0, -99
0.841137170791626, -99, -99
0.8771531581878662, -99, -99
0.9171586036682129, 2119.0, -99
0.9531669616699219, -99, -99
1.0171856880187988, 2189.0, -99
1.0532004833221436, -99, -99
1.1493330001831055, 2182.5, -99
1.2372453212738037, -99, -99
1.3012619018554688, -99, -99
1.3612756729125977, 2505.0, -99
1.3972852230072021, 2315.5, -99
1.4332959651947021, 2614.0, -99
1.5413296222686768, 2729.0, 12.0
1.6053452491760254, 2862.0, 14.0
1.6693637371063232, 2951.0, -99
1.753380298614502, 3057.0, -99
1.7933902740478516, 3185.0, 17.0
1.8734123706817627, 3306.0, 17.0
1.9334285259246826, -99, 18.0
1.9974453449249268, 3509.0, -99
2.0575618743896484, 3563.0, -99
2.11747670173645, -99, -99
2.1574883460998535, 3510.0, -99
2.1934974193573, -99, -99
2.2855286598205566, -99, -99
2.32554030418396, 4021.0, -99
2.3815548419952393, 4079.0, -99
2.421670913696289, 4188.0, -99
2.457679033279419, 4157.0, -99
2.5215861797332764, 4377.0, 20.0
2.621685028076172, 4483.0, 21.0
2.6616241931915283, 4613.0, -99
2.7256393432617188, 4671.0, -99
2.813664674758911, 4801.0, -99
2.873680830001831, -99, 25.0
2.913689136505127, 4994.0, -99
2.9777071475982666, 5054.0, -99
3.013716220855713, -99, -99
3.077850818634033, 5254.0, 28.0
3.141756772994995, 5316.0, -99
3.181766986846924, -99, 29.0
3.221778631210327, 5474.0, -99
3.261789083480835, -99, -99
3.3418407440185547, 5603.0, -99
3.3818206787109375, -99, -99
3.473841428756714, -99, -99
3.533855438232422, 5717.5, -99
3.62188458442688, 5899.0, -99
3.706010580062866, 5906.0, -99
3.7419159412384033, -99, -99
3.8019325733184814, 5607.0, 30.0
3.8420512676239014, -99, -99
3.8780083656311035, -99, 31.0
3.9139559268951416, 5205.0, 32.0
3.9779951572418213, 5060.0, -99
4.041996717453003, 4792.0, -99
4.098011493682861, -99, 33.0
4.134019374847412, -99, -99
4.20203423500061, 4149.0, 34.0
4.2420432567596436, 4153.0, 35.0
4.33017373085022, -99, -99
4.394085645675659, 4187.0, 36.0
4.474106788635254, 4238.0, 37.0
4.535257816314697, 4298.0, 37.0
4.575274467468262, 4317.0, 38.0
4.615389585494995, 4341.0, 38.0
4.655292272567749, -99, 39.0
4.691405773162842, 4388.0, 39.0
4.755319595336914, 4439.0, 39.0
4.811328649520874, 4470.0, -99
4.903353452682495, 4514.0, -99
4.995375394821167, -99, -99
5.035386323928833, 4614.0, -99
5.075396776199341, -99, -99
5.139413833618164, -99, -99
5.203431844711304, 4727.0, -99
5.2394444942474365, 4746.0, -99
5.279455900192261, 4780.0, -99
5.319462537765503, 4805.0, -99
5.3594725131988525, -99, -99
5.399482250213623, 4849.0, -99
5.463502645492554, -99, -99
5.503514051437378, -99, 40.0
5.58353328704834, 4957.0, -99
5.619542121887207, 4978.0, 41.0
5.683560132980347, 5020.0, 42.0
5.719568967819214, 5050.0, 42.0
5.779585123062134, 5088.0, 42.0
5.823599815368652, -99, 43.0
5.86361026763916, -99, 43.0
5.915628671646118, 5155.0, 44.0
5.955639123916626, -99, -99
5.99564266204834, 5218.0, 44.0
6.059661388397217, -99, 45.0
6.123679161071777, 5277.0, 45.0
6.159686326980591, 5315.0, 46.0
6.195702314376831, -99, 46.0
6.235705375671387, -99, -99
6.295721769332886, 5383.0, 48.0
6.33573317527771, 5408.0, -99
6.403752088546753, 5456.0, -99
6.439871311187744, 5485.0, 48.0
6.479774236679077, 5496.0, -99
6.519783973693848, -99, -99
6.583800315856934, 5561.0, 49.0
6.619915962219238, 5580.0, -99
6.679825305938721, 5607.0, -99
6.715845823287964, 5633.0, -99
6.7798542976379395, 5676.0, -99
6.819861888885498, 5698.0, -99
6.883987665176392, 5730.0, -99
6.9238927364349365, -99, -99
6.959899663925171, 5768.0, -99
7.035919427871704, -99, -99
7.075950384140015, -99, -99
7.163955211639404, 5857.0, -99
7.204077482223511, 5890.0, -99
7.240082025527954, 5919.0, -99
7.279986381530762, 5941.0, -99
7.319997072219849, 5962.0, -99
7.384121656417847, -99, -99
7.496043682098389, 6020.0, 50.0
7.536055088043213, -99, 52.0
7.572112798690796, 6010.0, 50.0
7.640194416046143, 6005.0, -99
7.676092863082886, -99, 52.0
7.7161009311676025, 5838.0, 51.0
7.756111145019531, -99, 52.0
7.816129684448242, -99, 52.0
7.856138706207275, -99, -99
7.896150588989258, 4994.0, 54.0
7.9361584186553955, 4755.0, -99
7.976170778274536, -99, 53.0
8.06030535697937, 4364.0, -99
8.120318412780762, 4272.0, 54.0
8.18033480644226, 4287.0, 55.0
8.244248628616333, -99, -99
8.312259674072266, 4283.0, -99
8.356273889541626, -99, 56.0
8.420395135879517, 4250.0, -99
8.46030306816101, 4222.0, -99
8.516315460205078, 4197.0, 56.0
8.55643606185913, 4269.0, -99
8.616342067718506, -99, -99
8.652350425720215, -99, 59.0
8.68835997581482, -99, -99
8.757726430892944, 4206.0, 58.0
8.841710805892944, 4186.0, 59.0
8.901658535003662, 4227.0, 59.0
8.96167278289795, -99, -99
9.021688461303711, 4235.0, -99
9.061699628829956, 4258.0, -99
9.101709127426147, -99, -99
9.161727905273438, 4292.0, -99
9.201735973358154, 4290.0, -99
9.253752946853638, 4304.0, -99
9.317880153656006, -99, -99
9.357887268066406, 4347.0, -99
9.42579960823059, 4359.0, -99
9.461806535720825, -99, -99
9.529825210571289, 4401.0, -99
9.65385890007019, 4432.0, -99
9.717971086502075, 4434.0, -99
9.75399112701416, 4409.5, -99
9.822010278701782, 4468.0, -99
9.861919403076172, 4487.0, -99
9.897926330566406, 4494.0, -99
9.989946842193604, -99, -99
10.045960903167725, 4525.0, -99
10.085971117019653, 4546.0, -99
10.17410683631897, 4577.0, -99
